path_id,from_id,to_id,from,to,transport,duration,price,low_limit,predict 
3090113,309,260,Sofia,Metz,bus,1905,60,77,87.2
3090115,309,235,Sofia,Lisbon,bus,3480,109,131,148.4
1340018,134,329,Bucharest,Stockholm,bus,3000,96,115,130.2
3090122,309,248,Sofia,Madrid,bus,2969,110,114,129.0
3090125,309,249,Sofia,Malaga,bus,3094,110,118,133.8
3650220,365,177,Wroclaw,Florence,bus,1197,50,51,57.8
2140009,214,152,Krakow,Catania,bus,2118,60,85,95.7
3650221,365,252,Wroclaw,Milan,bus,1119,45,48,54.5
3090131,309,255,Sofia,Maastricht,bus,2025,65,81,92.0
3090132,309,259,Sofia,Marseille,bus,1800,55,73,82.9
3090134,309,261,Sofia,Montpellier,bus,2085,65,84,94.4
3140179,314,191,Poznan,Gdansk,share,278,8,12,15.9
2080009,208,134,Jonkoping,Bucharest,bus,2692,95,105,118.3
3140182,314,193,Poznan,Gothenburg,bus,990,37,44,48.9
1170005,117,349,Burgas,Varna,bus,140,6,8,8.7
3140184,314,196,Poznan,Hamburg,bus,440,20,22,23.9
3090136,309,269,Sofia,Nantes,bus,2655,85,103,116.9
3140186,314,197,Poznan,Hannover,bus,430,20,21,23.4
2080014,208,134,Jonkoping,Bucharest,bus,2692,94,105,118.3
3090138,309,189,Sofia,Genoa,bus,1500,45,63,70.6
1890008,189,270,Genoa,Nice,bus,195,6,11,11.6
1340020,134,271,Bucharest,Norrkoping,bus,2853,96,110,124.5
3140195,314,202,Poznan,Innsbruck,bus,855,30,38,43.0
2080018,208,134,Jonkoping,Bucharest,bus,2692,91,105,118.3
3090144,309,291,Sofia,Porto,bus,3120,100,119,134.8
3140214,314,213,Poznan,Katowice,share,321,10,14,18.1
3090147,309,334,Sofia,Trieste,bus,1005,30,44,49.6
3140218,314,214,Poznan,Krakow,share,377,12,16,20.8
3310055,331,330,Thessaloniki,Tirana,bus,795,35,36,40.3
3680009,368,302,Zagreb,Rijeka,bus,180,9,10,10.9
3090151,309,306,Sofia,Rotterdam,bus,2085,60,84,94.4
3090153,309,308,Sofia,Salzburg,bus,1200,40,52,58.0
1350015,135,310,Belgrade,Sarajevo,bus,437,11,21,23.8
2080025,208,153,Jonkoping,Cluj-Napoca,bus,2306,86,91,103.2
3090154,309,315,Sofia,Saarbrucken,bus,1830,55,75,84.1
3090158,309,321,Sofia,Sevilla,bus,3356,125,127,143.7
3090160,309,326,Sofia,Strasbourg,bus,1860,60,76,85.4
2760001,276,330,Ohrid,Tirana,bus,150,5,9,9.2
3090164,309,335,Sofia,Turin,bus,1470,45,62,69.3
3090169,309,348,Sofia,Vienna,bus,960,27,42,47.6
2680003,268,357,Constanta,Iasi,bus,485,2,23,26.0
3090178,309,297,Sofia,Prague,bus,922,36,41,45.9
3650244,365,303,Wroclaw,Rome,bus,1428,50,60,67.6
3310069,331,364,Thessaloniki,Warsaw,bus,1780,53,73,82.1
2970472,297,213,Prague,Katowice,bus,601,17,28,31.5
3650247,365,286,Wroclaw,Pescara,bus,1364,50,58,64.9
3540031,354,130,Verona,Bologna,bus,210,9,11,12.4
3650250,365,304,Wroclaw,Rimini,bus,1119,45,48,54.5
3140306,314,306,Poznan,Rotterdam,bus,940,35,42,46.7
3140307,314,161,Poznan,Dusseldorf,bus,1115,30,48,54.3
1960130,196,136,Hamburg,Bratislava,bus,1110,35,48,54.1
3650258,365,331,Wroclaw,Thessaloniki,bus,1706,50,70,79.1
3650023,365,152,Wroclaw,Catania,bus,2108,64,84,95.3
3140344,314,196,Poznan,Hamburg,bus,725,24,33,37.1
3140348,314,364,Poznan,Warsaw,share,235,10,11,13.7
3140350,314,365,Poznan,Wroclaw,share,189,5,9,11.3
1040015,104,123,Athens,Budapest,bus,1395,50,59,66.2
1350017,135,100,Belgrade,Antwerp,bus,1770,60,72,81.7
2970051,297,225,Prague,London,bus,1110,36,48,54.1
2150004,215,165,Kosice,East Midlands,bus,3496,50,132,149.0
1040035,104,309,Athens,Sofia,bus,810,30,37,41.0
1350019,135,147,Belgrade,Copenhagen,bus,1620,65,67,75.6
1040044,104,365,Athens,Wroclaw,bus,2083,59,84,94.3
2080038,208,357,Jonkoping,Iasi,bus,2737,91,106,120.1
2070174,207,113,Istanbul,Ankara,bus,510,14,24,27.2
3650279,365,251,Wroclaw,Murcia,bus,2790,81,108,122.1
1350020,135,116,Belgrade,Brussels,bus,1725,60,71,79.9
1040062,104,117,Athens,Burgas,bus,1230,36,53,59.2
2970052,297,120,Prague,Birmingham,bus,2249,34,89,100.9
3290017,329,242,Stockholm,Lulea,bus,1616,50,67,75.4
2970053,297,225,Prague,London,bus,1110,34,48,54.1
1040087,104,123,Athens,Budapest,bus,1500,48,63,70.6
2970054,297,124,Prague,Berlin,bus,265,10,14,15.3
3150041,315,102,Saarbrucken,Augsburg,bus,345,13,17,19.3
3150042,315,309,Saarbrucken,Sofia,bus,1709,55,70,79.2
1350021,135,130,Belgrade,Bologna,bus,810,35,37,41.0
3150048,315,210,Saarbrucken,Karlsruhe,bus,165,5,9,10.0
1040098,104,134,Athens,Bucharest,bus,1260,38,54,60.5
3150051,315,309,Saarbrucken,Sofia,bus,1709,57,70,79.2
1040100,104,134,Athens,Bucharest,bus,1215,36,52,58.6
1040111,104,123,Athens,Budapest,bus,1395,47,59,66.2
3150066,315,244,Saarbrucken,Mannheim,bus,95,4,6,6.2
1350022,135,189,Belgrade,Genoa,bus,1215,40,52,58.6
1340022,134,153,Bucharest,Cluj-Napoca,bus,543,10,26,28.8
3080156,308,100,Salzburg,Antwerp,bus,915,29,41,45.6
1350023,135,240,Belgrade,Lyon,bus,1380,55,58,65.6
3080158,308,306,Salzburg,Rotterdam,bus,1035,33,45,50.9

1350024,135,155,Belgrade,Chambery,bus,1240,45,53,59.7
2360206,236,135,Ljubljana,Belgrade,bus,462,20,22,24.9
3150076,315,244,Saarbrucken,Mannheim,bus,95,5,6,6.2
1240057,124,297,Berlin,Prague,bus,265,11,14,15.3
2970056,297,165,Prague,East Midlands,bus,2447,40,96,108.8
3080159,308,111,Salzburg,Amsterdam,bus,1110,35,48,54.1
2970067,297,303,Prague,Rome,bus,1215,40,52,58.6
3080160,308,116,Salzburg,Brussels,bus,930,30,41,46.3
1040153,104,123,Athens,Budapest,bus,1395,49,59,66.2
1450558,145,196,Cologne,Hamburg,bus,480,19,23,25.8
2800005,280,321,Plovdiv,Sevilla,bus,3535,125,133,150.5
3150087,315,247,Saarbrucken,Munich,bus,405,15,20,22.2
1350032,135,306,Belgrade,Rotterdam,bus,1669,56,69,77.6
2970058,297,224,Prague,Leeds,bus,2539,40,99,112.4
3150091,315,210,Saarbrucken,Karlsruhe,share,123,5,6,7.8
1350033,135,261,Belgrade,Montpellier,bus,1590,60,66,74.3
3150099,315,233,Saarbrucken,Luxembourg,share,85,4,5,5.6
1040178,104,364,Athens,Warsaw,bus,2221,59,88,99.8
1040180,104,365,Athens,Wroclaw,bus,2083,56,84,94.3
3650009,365,193,Wroclaw,Gothenburg,bus,1140,41,49,55.4
3150102,315,244,Saarbrucken,Mannheim,share,96,4,5,6.2
3080163,308,159,Salzburg,Dortmund,bus,810,25,37,41.0
3080164,308,161,Salzburg,Dusseldorf,bus,735,23,34,37.6
3150107,315,260,Saarbrucken,Metz,share,64,3,4,4.4
1040202,104,214,Athens,Krakow,bus,1958,55,79,89.3
3080166,308,239,Salzburg,Lille,bus,1095,34,48,53.5
1040206,104,213,Athens,Katowice,bus,1867,57,76,85.6
3080167,308,172,Salzburg,Eindhoven,bus,945,30,42,46.9
1040208,104,214,Athens,Krakow,bus,1958,57,79,89.3
1040210,104,215,Athens,Kosice,bus,1590,50,66,74.3
1230034,123,297,Budapest,Prague,bus,465,16,23,25.1
1350037,135,220,Belgrade,Liege,bus,1635,55,68,76.2
1350038,135,306,Belgrade,Rotterdam,bus,1669,59,69,77.6
2970059,297,165,Prague,East Midlands,bus,2447,36,96,108.8
1040227,104,309,Athens,Sofia,bus,810,27,37,41.0
3150118,315,308,Saarbrucken,Salzburg,bus,570,17,27,30.0
3090195,309,367,Sofia,Zaragoza,bus,2295,77,91,102.8
3090196,309,128,Sofia,Barcelona,bus,2430,73,96,108.1
3090197,309,321,Sofia,Sevilla,bus,3257,118,124,140.0
1350039,135,260,Belgrade,Metz,bus,1195,50,51,57.7
3080169,308,210,Salzburg,Karlsruhe,bus,420,13,21,22.9
3090199,309,235,Sofia,Lisbon,bus,3480,110,131,148.4
1350040,135,236,Belgrade,Ljubljana,bus,495,20,24,26.5
1160472,116,239,Brussels,Lille,bus,95,3,6,6.2
3480608,348,214,Vienna,Krakow,bus,440,14,22,23.9
1350041,135,241,Belgrade,Lugano,bus,1178,40,51,57.0
2800008,280,249,Plovdiv,Malaga,bus,3365,125,127,144.1
3150134,315,348,Saarbrucken,Vienna,bus,775,27,35,39.4
1350042,135,252,Belgrade,Milan,bus,900,35,40,45.0
3080171,308,315,Salzburg,Saarbrucken,bus,630,19,29,32.8
1350043,135,259,Belgrade,Marseille,bus,1425,50,60,67.5
1740231,174,100,Frankfurt,Antwerp,bus,345,12,17,19.3
3080172,308,239,Salzburg,Lille,bus,1095,30,48,53.5
1040248,104,280,Athens,Plovdiv,bus,840,29,38,42.3
1090015,109,252,Ancona,Milan,bus,360,16,18,20.0
3540151,354,240,Verona,Lyon,bus,540,18,26,28.6
3080173,308,244,Salzburg,Mannheim,bus,495,15,24,26.5
2470405,247,102,Munich,Augsburg,bus,55,2,4,3.8
1350044,135,270,Belgrade,Nice,bus,1250,45,53,60.1
1340023,134,271,Bucharest,Norrkoping,bus,2853,91,110,124.5
1770009,177,287,Florence,Pisa,bus,70,4,5,4.7
3080174,308,255,Salzburg,Maastricht,bus,825,26,37,41.6
1090033,109,365,Ancona,Wroclaw,bus,1257,49,54,60.4
1040269,104,280,Athens,Plovdiv,bus,1005,27,44,49.6
3540152,354,259,Verona,Marseille,bus,630,21,29,32.8
1040271,104,134,Athens,Bucharest,bus,1215,34,52,58.6
3080176,308,260,Salzburg,Metz,bus,705,21,32,36.2
1300048,130,135,Bologna,Belgrade,bus,870,35,39,43.6
1770010,177,287,Florence,Pisa,bus,80,3,5,5.3
3080179,308,269,Salzburg,Nantes,bus,1455,50,61,68.7
3160436,316,100,Stuttgart,Antwerp,bus,570,18,27,30.0
3540153,354,270,Verona,Nice,bus,465,15,23,25.1
3160439,316,102,Stuttgart,Augsburg,share,121,4,6,7.6
1090052,109,130,Ancona,Bologna,bus,170,9,10,10.3
3160441,316,135,Stuttgart,Belgrade,bus,1207,45,52,58.3
1040298,104,213,Athens,Katowice,bus,1867,55,76,85.6
1350050,135,306,Belgrade,Rotterdam,bus,1669,60,69,77.6
2100023,210,225,Karlsruhe,London,bus,1170,29,50,56.7
1040304,104,309,Athens,Sofia,bus,810,25,37,41.0
1350052,135,310,Belgrade,Sarajevo,bus,437,16,21,23.8
1300536,130,286,Bologna,Pescara,bus,335,15,17,18.8
2970063,297,225,Prague,London,bus,1919,33,78,87.7
1350054,135,316,Belgrade,Stuttgart,bus,1206,45,52,58.2
2520066,252,129,Milan,Bilbao,bus,1185,41,51,57.3
3160466,316,135,Stuttgart,Belgrade,bus,1207,47,52,58.3
3160467,316,136,Stuttgart,Bratislava,bus,630,20,29,32.8
1040318,104,134,Athens,Bucharest,bus,1215,37,52,58.6
1300067,130,297,Bologna,Prague,bus,800,27,36,40.5
3530042,353,297,Venice,Prague,bus,730,26,33,37.4
1350055,135,334,Belgrade,Trieste,bus,570,26,27,30.0
3090207,309,134,Sofia,Bucharest,bus,510,14,24,27.2
3080181,308,306,Salzburg,Rotterdam,bus,1035,32,45,50.9
2570003,257,339,Milas,Trabzon,bus,1453,31,61,68.6
3100004,310,135,Sarajevo,Belgrade,bus,430,15,21,23.4
2010007,201,341,Helsinki,Turku,bus,133,6,8,8.3
1040336,104,134,Athens,Bucharest,bus,1260,35,54,60.5
3160483,316,225,Stuttgart,London,bus,1245,30,53,59.9
3230011,323,343,Skopje,Tivat,bus,505,18,24,27.0
1300071,130,348,Bologna,Vienna,bus,605,21,28,31.7
1350056,135,353,Belgrade,Venice,bus,690,30,32,35.6
1350057,135,354,Belgrade,Verona,bus,865,35,39,43.4
3080184,308,326,Salzburg,Strasbourg,bus,660,21,31,34.2
1300073,130,139,Bologna,Brno,bus,725,23,33,37.1
3310102,331,357,Thessaloniki,Iasi,bus,1692,59,70,78.5
1040342,104,364,Athens,Warsaw,bus,2221,56,88,99.8
1040345,104,365,Athens,Wroclaw,bus,2083,55,84,94.3
1740233,174,145,Frankfurt,Cologne,bus,125,6,7,7.9
1350059,135,368,Belgrade,Zagreb,bus,330,15,17,18.5
3160496,316,210,Stuttgart,Karlsruhe,share,71,3,4,4.8
1180001,118,369,Banja Luka,Zadar,bus,510,23,24,27.2
2670009,267,152,Naples,Catania,bus,510,21,24,27.2

3160506,316,219,Stuttgart,Linz,bus,450,15,22,24.4
3160513,316,239,Stuttgart,Lille,bus,750,23,34,38.3
3160514,316,244,Stuttgart,Mannheim,share,105,3,6,6.7
1740235,174,161,Frankfurt,Dusseldorf,bus,185,7,10,11.1
2360325,236,368,Ljubljana,Zagreb,bus,150,8,9,9.2
1610090,161,172,Dusseldorf,Eindhoven,bus,105,3,6,6.7

3080041,308,266,Salzburg,Nuremberg,bus,300,9,15,17.0
1050032,105,309,Alicante,Sofia,bus,2790,90,108,122.1
3540037,354,128,Verona,Barcelona,bus,1200,35,52,58.0
3160530,316,292,Stuttgart,Poprad,bus,960,28,42,47.6
1050053,105,117,Alicante,Burgas,bus,3327,125,126,142.7
1050054,105,134,Alicante,Bucharest,bus,3198,71,122,137.8
3160539,316,308,Stuttgart,Salzburg,bus,359,11,18,20.0
3080042,308,225,Salzburg,London,bus,1590,40,66,74.3
2800014,280,207,Plovdiv,Istanbul,bus,390,16,19,21.5
3160543,316,310,Stuttgart,Sarajevo,bus,1087,45,47,53.1
1050061,105,309,Alicante,Sofia,bus,2790,91,108,122.1
1050065,105,368,Alicante,Zagreb,bus,2070,68,83,93.8
1300108,130,191,Bologna,Gdansk,bus,1591,53,66,74.4
1050088,105,236,Alicante,Ljubljana,bus,1980,63,80,90.2
1050092,105,128,Alicante,Barcelona,bus,535,17,25,28.4
3140005,314,277,Poznan,Oslo,bus,1290,43,55,61.8
1090155,109,213,Ancona,Katowice,bus,1247,45,53,60.0
1050101,105,368,Alicante,Zagreb,bus,2070,65,83,93.8
1090156,109,214,Ancona,Krakow,bus,1294,49,55,62.0
1050103,105,134,Alicante,Bucharest,bus,3198,68,122,137.8
1090158,109,214,Ancona,Krakow,bus,1294,50,55,62.0
2590005,259,135,Marseille,Belgrade,bus,1300,51,55,62.2
2470408,247,219,Munich,Linz,bus,180,8,10,10.9
8.3
1050108,105,236,Alicante,Ljubljana,bus,1980,60,80,90.2
1050114,105,236,Alicante,Ljubljana,bus,1980,64,80,90.2
2400015,240,141,Lyon,Bern,bus,295,9,15,16.8
1090168,109,230,Ancona,Lamezia Terme,bus,685,30,32,35.3
1050133,105,270,Alicante,Nice,bus,1170,35,50,56.7
1050136,105,153,Alicante,Cluj-Napoca,bus,2910,77,112,126.7
3420004,342,154,Toulouse,Clermont-Ferrand,bus,270,11,14,15.5
2400017,240,155,Lyon,Chambery,bus,85,3,5,5.6
3350015,335,291,Turin,Porto,bus,1650,59,68,76.8
2400019,240,297,Lyon,Prague,bus,905,30,40,45.2
3680012,368,164,Zagreb,Dubrovnik,bus,780,34,35,39.6
2940002,294,327,Pula,Split,bus,600,18,28,31.4
1280037,128,261,Barcelona,Montpellier,bus,330,11,17,18.5
1050167,105,189,Alicante,Genoa,bus,1380,40,58,65.6
1890018,189,259,Genoa,Marseille,bus,360,12,18,20.0
1890019,189,261,Genoa,Montpellier,bus,585,18,28,30.7
1390235,139,369,Brno,Zadar,bus,655,23,30,34.0
1050189,105,365,Alicante,Wroclaw,bus,2685,81,104,118.0
1050190,105,354,Alicante,Verona,bus,1650,53,68,76.8
3540021,354,191,Verona,Gdansk,bus,1451,51,61,68.5
2800015,280,104,Plovdiv,Athens,bus,920,29,41,45.8
1280042,128,368,Barcelona,Zagreb,bus,1620,50,67,75.6
3540039,354,129,Verona,Bilbao,bus,1305,45,55,62.4
2100025,210,225,Karlsruhe,London,bus,1170,27,50,56.7
3350018,335,291,Turin,Porto,bus,1650,60,68,76.8
8
2100116,210,100,Karlsruhe,Antwerp,bus,535,17,25,28.4
3090208,309,207,Sofia,Istanbul,bus,570,15,27,30.0
2400022,240,247,Lyon,Munich,bus,735,21,34,37.6
2100131,210,116,Karlsruhe,Brussels,bus,460,16,22,24.9
1090222,109,304,Ancona,Rimini,bus,90,5,6,5.9
1090224,109,365,Ancona,Wroclaw,bus,1257,48,54,60.4
2100132,210,100,Karlsruhe,Antwerp,bus,495,16,24,26.5
3030015,303,152,Rome,Catania,bus,745,28,34,38.0
1050272,105,261,Alicante,Montpellier,bus,770,26,35,39.2
1890011,189,267,Genoa,Naples,bus,600,26,28,31.4
2100026,210,315,Karlsruhe,Saarbrucken,bus,155,5,9,9.5
2100154,210,135,Karlsruhe,Belgrade,bus,1285,47,55,61.6
3030017,303,285,Rome,Palermo,bus,750,30,34,38.3
3350019,335,352,Turin,Valladolid,bus,1320,45,56,63.1
2520080,252,352,Milan,Valladolid,bus,1440,50,60,68.1
1050300,105,365,Alicante,Wroclaw,bus,2685,77,104,118.0
2100155,210,136,Karlsruhe,Bratislava,bus,665,22,31,34.4
3520048,352,309,Valladolid,Sofia,bus,2700,85,105,118.6
1050307,105,354,Alicante,Verona,bus,1650,52,68,76.8
3520049,352,309,Valladolid,Sofia,bus,2700,86,105,118.6
1350063,135,343,Belgrade,Tivat,bus,705,21,32,36.2
2590006,259,135,Marseille,Belgrade,bus,1300,50,55,62.2
2100182,210,225,Karlsruhe,London,bus,1170,30,50,56.7
3520052,352,354,Valladolid,Verona,bus,1575,55,65,73.7
1090254,109,213,Ancona,Katowice,bus,1445,55,61,68.3
3680013,368,164,Zagreb,Dubrovnik,bus,560,26,27,29.6
3520058,352,368,Valladolid,Zagreb,bus,2085,69,84,94.4
2100191,210,219,Karlsruhe,Linz,bus,510,17,24,27.2
3530101,353,309,Venice,Sofia,bus,1020,32,45,50.2
3520064,352,236,Valladolid,Ljubljana,bus,1935,65,78,88.4
1300192,130,191,Bologna,Gdansk,bus,1591,52,66,74.4
3530022,353,323,Venice,Skopje,bus,959,41,42,47.5
3520066,352,236,Valladolid,Ljubljana,bus,1935,64,78,88.4
1090266,109,365,Ancona,Wroclaw,bus,1257,45,54,60.4
1090268,109,364,Ancona,Warsaw,bus,1582,53,66,74.0
1340025,134,331,Bucharest,Thessaloniki,bus,750,22,34,38.3
3090205,309,331,Sofia,Thessaloniki,bus,315,9,16,17.8
3520073,352,154,Valladolid,Clermont-Ferrand,bus,855,32,38,43.0
2400028,240,335,Lyon,Turin,bus,260,9,14,15.0
1050351,105,189,Alicante,Genoa,bus,1380,41,58,65.6
3520075,352,368,Valladolid,Zagreb,bus,2085,65,84,94.4
2480043,248,235,Madrid,Lisbon,bus,511,22,24,27.3
1050355,105,338,Alicante,Timisoara,bus,3387,68,128,144.9
2950002,295,343,Podgorica,Tivat,bus,122,4,7,7.7
2940003,294,327,Pula,Split,bus,600,19,28,31.4
3090206,309,349,Sofia,Varna,bus,375,11,19,20.7
2100223,210,244,Karlsruhe,Mannheim,share,69,3,4,4.7
1050365,105,351,Alicante,Valencia,bus,165,6,9,10.0
1050372,105,357,Alicante,Iasi,bus,4340,68,159,180.4
3520086,352,236,Valladolid,Ljubljana,bus,1935,66,78,88.4
2100229,210,260,Karlsruhe,Metz,bus,265,9,14,15.3
3520094,352,252,Valladolid,Milan,bus,1455,51,61,68.7
3540186,354,214,Verona,Krakow,bus,1107,47,48,54.0
2100239,210,116,Karlsruhe,Brussels,bus,460,15,22,24.9
2100254,210,308,Karlsruhe,Salzburg,bus,420,13,21,22.9
3520130,352,368,Valladolid,Zagreb,bus,2085,70,84,94.4
2100267,210,327,Karlsruhe,Split,bus,1170,45,50,56.7
2100274,210,327,Karlsruhe,Split,bus,1110,40,48,54.1
2100276,210,348,Karlsruhe,Vienna,bus,590,21,28,31.0
1120001,112,114,Alanya,Antalya,bus,135,3,8,8.4
1060022,106,251,Almeria,Murcia,bus,210,7,11,12.4
1060024,106,354,Almeria,Verona,bus,1950,60,79,89.0
1060030,106,309,Almeria,Sofia,bus,2910,110,112,126.7
1060031,106,280,Almeria,Plovdiv,bus,3323,125,126,142.5
1060032,106,105,Almeria,Alicante,bus,225,9,12,13.2
1060039,106,259,Almeria,Marseille,bus,1320,41,56,63.1
1060042,106,354,Almeria,Verona,bus,1950,61,79,89.0
1060051,106,259,Almeria,Marseille,bus,1320,40,56,63.1
1060056,106,117,Almeria,Burgas,bus,3598,125,135,152.9
1060060,106,252,Almeria,Milan,bus,1830,55,75,84.1
1060061,106,128,Almeria,Barcelona,bus,750,25,34,38.3
1060068,106,368,Almeria,Zagreb,bus,2370,73,94,105.7
1060080,106,368,Almeria,Zagreb,bus,2370,77,94,105.7
1060081,106,236,Almeria,Ljubljana,bus,2280,71,90,102.2
1060083,106,251,Almeria,Murcia,bus,210,6,11,12.4
1060092,106,368,Almeria,Zagreb,bus,2370,74,94,105.7
1060096,106,134,Almeria,Bucharest,bus,3494,73,132,149.0
2610015,261,135,Montpellier,Belgrade,bus,1600,60,66,74.7
1060100,106,259,Almeria,Marseille,bus,1320,42,56,63.1
1060104,106,189,Almeria,Genoa,bus,1680,50,69,78.0
1060110,106,189,Almeria,Genoa,bus,1680,51,69,78.0
2400032,240,141,Lyon,Bern,bus,295,10,15,16.8
1060118,106,261,Almeria,Montpellier,bus,1095,35,48,53.5
1060127,106,153,Almeria,Cluj-Napoca,bus,3166,77,121,136.5
1060141,106,368,Almeria,Zagreb,bus,2370,72,94,105.7
1060143,106,252,Almeria,Milan,bus,1830,57,75,84.1
1060151,106,261,Almeria,Montpellier,bus,1095,32,48,53.5
1060162,106,236,Almeria,Ljubljana,bus,2280,70,90,102.2
2510022,251,365,Murcia,Wroclaw,bus,2790,82,108,122.1
2520044,252,191,Milan,Gdansk,bus,1705,50,70,79.0
1160720,116,174,Brussels,Frankfurt,bus,390,12,19,21.5
1060194,106,354,Almeria,Verona,bus,1950,59,79,89.0
2520045,252,214,Milan,Krakow,bus,1145,47,49,55.6
1060198,106,368,Almeria,Zagreb,bus,2370,75,94,105.7
1060199,106,261,Almeria,Montpellier,bus,1095,34,48,53.5
3230012,323,330,Skopje,Tirana,bus,330,12,17,18.5
2480094,248,280,Madrid,Plovdiv,bus,3047,113,117,132.0
2390096,239,260,Lille,Metz,bus,360,12,18,20.0
1060229,106,251,Almeria,Murcia,share,153,7,8,9.4
1060233,106,261,Almeria,Montpellier,bus,1095,36,48,53.5
1060239,106,270,Almeria,Nice,bus,1470,45,62,69.3
1060250,106,236,Almeria,Ljubljana,bus,2280,72,90,102.2
2520047,252,286,Milan,Pescara,bus,515,21,25,27.5
2390111,239,315,Lille,Saarbrucken,bus,570,18,27,30.0
1550008,155,135,Chambery,Belgrade,bus,1225,45,52,59.0
2800018,280,207,Plovdiv,Istanbul,bus,420,12,21,22.9
1060273,106,351,Almeria,Valencia,bus,480,14,23,25.8
1060278,106,309,Almeria,Sofia,bus,3150,100,120,135.9
1060283,106,236,Almeria,Ljubljana,bus,2280,73,90,102.2
2940004,294,310,Pula,Sarajevo,bus,735,27,34,37.6
1110324,111,145,Amsterdam,Cologne,bus,220,9,12,13.0
1110325,111,309,Amsterdam,Sofia,bus,2190,70,87,98.6
2510030,251,365,Murcia,Wroclaw,bus,2790,83,108,122.1
1110334,111,308,Amsterdam,Salzburg,bus,1095,35,48,53.5
1110338,111,309,Amsterdam,Sofia,bus,2190,71,87,98.6
1170007,117,207,Burgas,Istanbul,bus,405,11,20,22.2
1110343,111,135,Amsterdam,Belgrade,bus,1945,66,79,88.8
2610027,261,135,Montpellier,Belgrade,bus,1600,59,66,74.7
1110351,111,309,Amsterdam,Sofia,bus,2190,73,87,98.6
1060305,106,338,Almeria,Timisoara,bus,3765,68,141,159.1
1110364,111,348,Amsterdam,Vienna,bus,1320,45,56,63.1
1640003,164,343,Dubrovnik,Tivat,bus,145,5,8,9.0
1110376,111,161,Amsterdam,Dusseldorf,bus,160,7,9,9.8
1110377,111,135,Amsterdam,Belgrade,bus,1945,68,79,88.8
1110380,111,297,Amsterdam,Prague,bus,885,28,39,44.3
1060319,106,357,Almeria,Iasi,bus,4718,73,171,194.2
3200125,320,338,Santiago de Compostela,Timisoara,bus,3071,69,117,132.9
3670020,367,368,Zaragoza,Zagreb,bus,1980,61,80,90.2
1110391,111,161,Amsterdam,Dusseldorf,bus,360,13,18,20.0
2400040,240,154,Lyon,Clermont-Ferrand,bus,165,6,9,10.0
1110398,111,159,Amsterdam,Dortmund,bus,370,10,19,20.5
2120009,212,297,Kaunas,Prague,bus,1070,45,47,52.4
2140050,214,104,Krakow,Athens,bus,2049,55,82,93.0
2120015,212,365,Kaunas,Wroclaw,bus,770,30,35,39.2
1110416,111,219,Amsterdam,Linz,bus,1185,35,51,57.3
1110422,111,191,Amsterdam,Gdansk,bus,1260,38,54,60.5
1110423,111,159,Amsterdam,Dortmund,bus,300,11,15,17.0
2140051,214,225,Krakow,London,bus,1522,51,63,71.5
3200204,320,338,Santiago de Compostela,Timisoara,bus,3071,70,117,132.9
3200212,320,338,Santiago de Compostela,Timisoara,bus,3071,68,117,132.9
1110438,111,213,Amsterdam,Katowice,bus,1130,38,49,55.0
1110440,111,214,Amsterdam,Krakow,bus,1200,40,52,58.0
1110468,111,247,Amsterdam,Munich,bus,650,25,30,33.7
1240035,124,309,Berlin,Sofia,bus,1234,50,53,59.4
1600009,160,297,Dresden,Prague,bus,110,4,7,7.0
3650012,365,104,Wroclaw,Athens,bus,2156,55,86,97.2
3650013,365,251,Wroclaw,Murcia,bus,2790,80,108,122.1
1110475,111,266,Amsterdam,Nuremberg,bus,525,20,25,27.9
3650014,365,109,Wroclaw,Ancona,bus,1213,45,52,58.5
1470032,147,134,Copenhagen,Bucharest,bus,2317,66,92,103.6
1470033,147,134,Copenhagen,Bucharest,bus,2249,85,89,100.9
1240036,124,309,Berlin,Sofia,bus,1234,52,53,59.4
1470036,147,134,Copenhagen,Bucharest,bus,2317,64,92,103.6
1110489,111,174,Amsterdam,Frankfurt,bus,360,13,18,20.0
1470037,147,134,Copenhagen,Bucharest,bus,2249,86,89,100.9
1110498,111,297,Amsterdam,Prague,bus,790,26,36,40.1
2120122,212,305,Kaunas,Riga,bus,250,12,13,14.5
1110499,111,135,Amsterdam,Belgrade,bus,1945,70,79,88.8
1110509,111,145,Amsterdam,Cologne,bus,220,8,12,13.0
3200331,320,235,Santiago de Compostela,Lisbon,bus,535,21,25,28.4
2120128,212,364,Kaunas,Warsaw,bus,435,19,21,23.7
1110513,111,314,Amsterdam,Poznan,bus,810,27,37,41.0
2120131,212,297,Kaunas,Prague,bus,1070,43,47,52.4
1470051,147,135,Copenhagen,Belgrade,bus,1560,64,65,73.1
1470052,147,135,Copenhagen,Belgrade,bus,1710,51,70,79.2
3200346,320,357,Santiago de Compostela,Iasi,bus,3814,73,142,160.9
1960059,196,145,Hamburg,Cologne,bus,450,18,22,24.4
3050088,305,345,Riga,Tallinn,bus,320,13,16,18.0
1960060,196,309,Hamburg,Sofia,bus,1620,65,67,75.6
3650015,365,152,Wroclaw,Catania,bus,2108,60,84,95.3
1470066,147,153,Copenhagen,Cluj-Napoca,bus,2016,64,81,91.6
1110536,111,364,Amsterdam,Warsaw,bus,1185,40,51,57.3
1110538,111,365,Amsterdam,Wroclaw,bus,960,32,42,47.6
