path_id,from_id,to_id,transport_id,price_min_EUR,duration_min,num_transfers
900244,90,300,1,460,1565,3
900245,90,301,1,1500,1190,2
900248,90,31,1,396,645,1
900250,90,343,1,460,905,1
900251,90,314,1,320,1070,2
900252,90,124,1,363,895,1
900253,90,317,1,380,980,1
900255,90,352,1,440,1145,2
900258,90,320,1,440,1160,2
900259,90,325,1,525,1025,2
900260,90,327,1,406,1075,1
900262,90,33,1,267,705,1
900264,90,331,1,410,860,1
900266,90,335,1,450,995,2
900267,90,337,1,500,1280,2
900270,90,135,1,313,870,1
900271,90,339,1,286,725,1
900272,90,34,1,304,880,1
900273,90,340,1,410,1040,2
900274,90,341,1,500,1025,2
900275,90,345,1,320,920,1
900276,90,305,1,310,985,1
900277,90,347,1,569,950,2
900278,90,35,1,340,910,1
900281,90,357,1,267,1050,2
900282,90,371,1,350,885,1
900284,90,36,1,304,1040,1
900286,90,365,1,299,1080,2
900287,90,367,1,650,1550,2
900289,90,369,1,602,1055,2
900290,90,37,1,331,1015,1
900292,90,38,1,506,1760,2
900293,90,39,1,552,1214,1
900294,90,40,1,460,1080,1
900295,90,41,1,1058,1516,1
900297,90,42,1,552,1410,1
900300,90,44,1,245,570,1
900301,90,32,1,270,595,1
900302,90,22,1,270,405,0
900303,90,45,1,233,595,1
900304,90,48,1,145,450,1
900306,90,51,1,145,580,2
900309,90,547,1,92,590,1
900310,90,548,1,460,615,1
900311,90,55,1,79,190,0
900312,90,551,1,281,1100,1
900313,90,93,1,123,275,0
900314,90,56,1,95,415,1
900315,90,552,1,180,415,1
900316,90,553,1,95,980,1
900318,90,57,1,83,351,1
900319,90,58,1,350,925,1
900321,90,59,1,120,465,1
900323,90,61,1,285,500,1
900324,90,62,1,506,995,1
900325,90,626,1,123,500,1
900326,90,63,1,552,1345,1
900328,90,64,1,636,1600,2
900329,90,65,1,607,1605,2
900330,90,66,1,84,240,0
900331,90,663,1,828,1390,1
900333,90,68,1,146,520,1
900334,90,69,1,225,380,0
900335,90,95,1,238,375,0
900337,90,70,1,430,740,1
900338,90,71,1,126,400,1
900339,90,72,1,183,530,0
900340,90,73,1,196,500,0
900341,90,74,1,541,1135,1
900342,90,75,1,52,60,0
900343,90,76,1,98,275,1
900344,90,77,1,74,255,1
900348,90,8,1,350,585,1
900349,90,80,1,105,345,1
900350,90,81,1,46,115,0
900351,90,82,1,374,305,0
900353,90,83,1,286,375,0
900356,90,85,1,87,210,0
900357,90,86,1,270,610,1
900358,90,84,1,319,630,1
900359,90,87,1,101,270,0
900360,90,88,1,51,95,0
900362,90,88,2,23,940,0
900365,90,9,1,193,630,1
900366,90,91,1,123,260,0
900367,90,99,1,100,210,0
900369,90,94,1,52,90,0
900370,90,96,1,41,105,0
900372,90,98,1,21,80,0
900375,90,116,1,320,1035,2
900376,90,287,1,460,1045,1
900380,90,112,1,405,800,1
900384,90,118,1,405,1165,2
900389,90,311,1,559,1170,2
900391,90,122,1,376,905,1
900392,90,246,1,600,1025,2
900393,90,129,1,440,1075,1
900394,90,136,1,470,1045,1
900397,90,174,1,456,835,1
900398,90,146,1,550,1135,1
900403,90,159,1,350,970,2
900406,90,362,1,429,970,2
900407,90,78,1,330,765,1
900408,90,172,1,400,1005,2
900409,90,175,1,470,995,2
900410,90,115,1,400,1075,2
900411,90,176,1,736,1160,1
900413,90,227,1,644,1225,1
900414,90,178,1,481,1175,2
900416,90,193,1,385,960,1
900420,90,239,1,470,1145,2
900422,90,266,1,428,860,1
900423,90,218,1,430,2185,2
900424,90,243,1,460,905,1
900425,90,120,1,442,910,1
900426,90,224,1,460,1120,2
900430,90,252,1,385,990,1
900431,90,222,1,456,1025,2
900432,90,245,1,400,1125,2
900434,90,284,1,440,1055,2
900436,90,261,1,500,1090,2
900437,90,166,1,414,955,1
900441,90,205,1,420,1095,2
900443,90,294,1,511,995,2
900444,90,334,1,406,1010,2
900447,90,302,1,720,1065,2
900448,90,304,1,400,1090,2
900449,90,315,1,430,1130,2
900450,90,140,1,410,1000,1
900451,90,309,1,290,780,1
900453,90,354,1,470,1040,2
900454,90,307,1,460,945,2
900455,90,359,1,613,1100,2
900457,90,181,1,406,960,2
900460,90,43,1,299,830,1
900464,90,550,1,101,310,1
900465,90,554,1,135,905,1
900467,90,97,1,107,320,1
900468,90,60,1,134,525,1
900472,90,67,10,15,60,0
900475,90,89,1,129,520,1
900478,90,79,1,69,230,1
900479,90,92,1,110,230,0
900480,90,98,2,16,867,0
910001,91,250,1,800,805,1
910002,91,554,3,6,1335,0
910003,91,10,1,120,255,0
910005,91,111,1,420,560,0
910007,91,293,1,250,565,0
910008,91,161,1,270,620,1
910009,91,174,1,290,540,0
910010,91,233,1,270,670,1
910012,91,166,1,331,715,1
910013,91,203,1,340,735,1
910014,91,184,1,386,715,1
910016,91,316,1,280,635,1
910018,91,308,1,330,650,1
910019,91,370,1,340,530,0
910021,91,103,1,180,815,2
910024,91,104,1,240,545,1
910025,91,105,1,430,795,1
910026,91,351,1,340,755,1
910027,91,248,1,310,745,1
910028,91,106,1,500,890,2
910029,91,249,1,460,740,1
910030,91,186,1,490,890,2
910031,91,107,1,228,840,1
910032,91,127,1,309,690,1
910033,91,108,1,282,795,2
910034,91,147,1,215,650,1
910035,91,193,1,255,730,1
910038,91,109,1,450,705,1
910039,91,130,1,310,625,1
910041,91,177,1,470,715,1
910043,91,11,1,156,395,1
910044,91,114,1,239,510,1
910045,91,112,1,286,615,1
910046,91,113,1,234,525,1
910049,91,175,1,435,645,1
910051,91,115,1,364,865,2
910053,91,252,1,263,660,1
910054,91,349,1,322,710,1
910055,91,207,1,193,405,0
910056,91,134,1,221,580,1
910057,91,117,1,442,695,1
910059,91,118,1,285,780,2
910065,91,120,1,319,710,1
910067,91,243,1,376,695,1
910068,91,122,1,331,770,1
910069,91,194,1,445,690,1
910071,91,311,1,422,860,1
910073,91,225,1,274,705,1
910076,91,204,1,399,785,1
910077,91,348,1,293,600,1
910081,91,197,1,280,640,1
910083,91,126,1,320,680,1
910085,91,246,1,550,690,1
910086,91,128,1,220,675,1
910087,91,129,1,340,740,1
910088,91,13,1,64,150,0
910089,91,354,1,410,830,1
910090,91,287,1,470,670,1
910091,91,131,1,359,770,1
910092,91,325,1,394,735,1
910093,91,132,1,481,905,2
910094,91,135,1,230,610,1
910096,91,338,1,221,695,1
910099,91,136,1,350,705,1
910100,91,236,1,260,665,1
910101,91,181,1,380,695,1
910102,91,137,1,300,685,1
910103,91,342,1,260,655,1
910104,91,297,1,278,635,1
910109,91,247,1,278,495,0
910110,91,14,1,235,510,1
910114,91,159,1,260,705,1
910115,91,282,1,430,795,1
910116,91,146,1,500,700,1
910119,91,15,1,87,160,0
910120,91,150,1,400,740,1
910121,91,162,1,310,725,1
910122,91,318,1,370,840,1
910123,91,151,1,550,695,1
910124,91,275,1,450,830,1
910125,91,152,1,300,655,1
910126,91,153,1,230,700,1
910127,91,154,1,550,685,1
910128,91,240,1,270,690,1
910129,91,192,1,350,660,1
910130,91,335,1,340,730,1
910135,91,224,1,422,695,1
910139,91,145,1,304,630,1
910143,91,119,1,410,720,1
910144,91,163,1,310,560,1
910145,91,257,1,263,585,1
910147,91,343,1,249,605,1
910151,91,264,1,399,715,1
910152,91,101,1,353,730,1
910154,91,167,1,456,875,2
910156,91,17,1,147,240,0
910157,91,171,1,203,610,2
910158,91,336,1,140,455,1
910160,91,176,1,750,795,1
910161,91,227,1,700,975,1
910162,91,228,1,470,990,1
910163,91,178,1,429,855,2
910164,91,179,1,500,795,1
910165,91,235,1,360,755,1
910166,91,321,1,490,780,1
910167,91,18,1,69,145,0
910168,91,93,3,6,932,0
910169,91,180,1,380,915,1
910173,91,209,1,322,765,2
910174,91,273,1,396,1475,2
910175,91,183,1,294,810,2
910178,91,261,1,500,775,1
910179,91,187,1,700,870,1
910181,91,189,1,340,795,1
910188,91,191,1,160,600,1
910190,91,314,1,256,615,1
910194,91,20,1,202,385,1
910195,91,200,1,280,750,1
910196,91,317,1,410,705,1
910197,91,201,1,210,565,0
910198,91,345,1,240,740,1
910199,91,341,1,360,830,1
910200,91,340,1,310,805,1
910201,91,202,1,460,750,1
910202,91,205,1,370,755,1
910203,91,284,1,450,785,1
910204,91,206,1,286,580,1
910206,91,329,1,263,685,1
910208,91,21,1,175,340,1
910209,91,326,1,430,705,1
910210,91,356,1,258,670,1
910213,91,212,1,304,925,2
910214,91,213,1,277,605,1
910215,91,214,1,192,610,1
910216,91,365,1,256,600,1
910218,91,123,1,341,580,1
910219,91,215,1,290,790,1
910220,91,266,1,321,680,1
910221,91,160,1,342,720,1
910222,91,277,1,306,695,1
910223,91,218,1,340,870,2
910224,91,305,1,230,745,1
910225,91,219,1,460,865,1
910226,91,22,1,120,200,0
910227,91,222,1,376,695,1
910236,91,263,1,598,665,1
910237,91,332,1,380,1005,2
910239,91,23,1,101,145,0
910240,91,550,1,83,300,1
910241,91,230,1,390,795,1
910242,91,267,1,240,660,1
910243,91,231,1,248,500,1
910244,91,289,1,322,875,2
910250,91,239,1,360,775,2
910251,91,24,1,106,145,0
910255,91,242,1,228,835,2
910259,91,25,1,92,390,1
910260,91,251,1,500,925,2
910261,91,253,1,290,735,1
910262,91,116,1,294,650,1
910264,91,259,1,294,725,1
910268,91,26,1,221,495,1
910269,91,270,1,330,650,1
910270,91,265,1,684,885,1
910271,91,268,1,276,755,1
910272,91,269,1,330,710,1
910273,91,27,1,239,540,1
910277,91,142,1,386,860,1
910278,91,274,1,350,820,1
910283,91,331,1,285,705,1
910286,91,546,1,276,695,1
910288,91,279,1,171,790,1
910291,91,28,1,184,400,1
910292,91,280,1,202,730,2
910300,91,285,1,290,750,1
910301,91,286,1,370,920,2
910303,91,288,1,260,595,1
910304,91,29,1,212,525,1
910305,91,290,1,500,920,1
910307,91,364,1,210,490,0
910309,91,294,1,471,730,1
910311,91,302,1,655,720,1
910312,91,353,1,275,600,1
910313,91,368,1,249,725,1
910314,91,295,1,300,770,1
910316,91,164,1,270,690,1
910317,91,330,1,200,655,1
910318,91,310,1,250,590,1
910319,91,323,1,250,710,1
910322,91,299,1,260,715,1
910325,91,30,1,166,445,1
910326,91,300,1,377,845,1
910327,91,334,1,301,820,1
910328,91,303,1,90,805,2
910329,91,307,1,341,915,2
910330,91,31,1,230,420,1
910332,91,124,1,256,645,1
910333,91,352,1,340,910,2
910336,91,320,1,386,895,1
910337,91,291,1,359,765,1
910339,91,140,1,310,680,1
910340,91,327,1,406,705,1
910342,91,33,1,184,450,1
910343,91,309,1,210,570,1
910344,91,337,1,500,970,1
910345,91,339,1,210,540,1
910346,91,34,1,193,420,1
910347,91,347,1,411,830,2
910348,91,35,1,221,445,1
910349,91,357,1,193,835,1
910350,91,371,1,258,645,1
910351,91,358,1,368,1595,2
910352,91,196,1,289,640,1
910353,91,359,1,438,895,1
910354,91,36,1,598,1255,1
910355,91,362,1,400,720,1
910357,91,367,1,500,900,2
910358,91,369,1,445,885,1
910359,91,37,1,460,960,0
910361,91,38,1,598,1340,2
910362,91,39,1,552,1129,1
910364,91,40,1,460,1121,1
910365,91,41,1,598,1193,1
910366,91,42,1,460,915,0
910368,91,43,1,299,645,1
910369,91,44,1,123,215,0
910370,91,32,1,159,205,0
910371,91,45,1,83,245,0
910373,91,48,1,283,805,2
910378,91,89,1,200,505,0
910379,91,51,1,255,795,2
910381,91,96,1,101,330,0
910382,91,53,1,322,645,2
910384,91,547,1,101,315,1
910385,91,548,1,432,770,1
910386,91,55,1,62,135,0
910387,91,55,3,9,1772,0
910388,91,551,1,64,110,0
910389,91,93,1,37,115,0
910390,91,56,1,32,100,0
910391,91,551,3,6,1238,0
910392,91,552,1,16,60,0
910393,91,552,3,3,385,0
910394,91,552,2,13,665,0
910395,91,553,1,60,360,1
910396,91,554,1,48,130,0
910398,91,56,3,6,1005,0
910399,91,57,1,20,105,0
910400,91,57,3,6,1315,0
910401,91,58,1,184,455,1
910402,91,59,1,241,630,1
910404,91,99,1,134,350,0
910405,91,85,1,147,465,1
910406,91,97,1,174,460,1
910407,91,61,1,214,685,2
910408,91,62,1,545,1240,1
910409,91,626,1,56,135,0
910410,91,63,1,613,1070,1
910413,91,64,1,853,1360,2
910414,91,65,1,997,1490,2
910415,91,66,1,20,90,0
910416,91,66,2,11,1170,0
910417,91,66,3,6,1375,0
910418,91,663,1,460,1130,1
910420,91,67,1,174,470,1
910421,91,90,1,123,280,0
910422,91,68,1,167,865,1
910423,91,69,1,95,175,0
910424,91,95,1,95,175,0
910426,91,70,1,745,975,1
910427,91,71,1,252,595,1
910428,91,72,1,275,825,1
910429,91,73,1,367,810,1
910431,91,74,1,423,785,1
910432,91,75,1,229,445,1
910433,91,76,1,202,515,1
910434,91,77,1,110,290,0
910435,91,78,1,101,340,0
910438,91,94,1,209,320,0
910439,91,8,1,147,260,0
910440,91,80,1,148,560,1
910441,91,81,1,120,320,0
910442,91,82,1,214,640,1
910444,91,83,1,209,555,1
910446,91,84,1,221,395,1
910447,91,86,1,147,300,0
910448,91,87,1,147,525,1
910451,91,98,1,107,245,0
910452,91,88,1,187,550,1
910453,91,9,1,184,335,1
910455,91,79,1,145,435,1
920002,92,60,2,3,21,0
920005,92,85,3,4,22,0
920006,92,85,2,6,75,0
920008,92,10,1,368,1215,2
920009,92,116,1,500,925,1
920010,92,101,1,798,1035,1
920011,92,104,1,1100,975,1
920013,92,106,1,1200,1330,2
920014,92,107,1,577,1005,2
920015,92,147,1,671,845,1
920016,92,11,1,120,160,0
920023,92,124,1,480,905,1
920024,92,127,1,1342,1005,2
920025,92,128,1,750,990,1
920026,92,129,1,850,1005,2
920027,92,13,1,828,735,1
920028,92,130,1,900,985,1
920030,92,132,1,1662,5855,2
920031,92,134,1,460,970,1
920033,92,348,1,700,950,1
920034,92,137,1,750,1010,2
920036,92,14,1,286,155,0
920037,92,146,1,1288,1125,1
920038,92,15,1,294,570,1
920039,92,150,1,900,1010,1
920040,92,151,1,1200,1045,1
920041,92,152,1,690,1055,2
920042,92,225,1,550,795,0
920043,92,16,1,254,340,1
920044,92,162,1,736,930,1
920046,92,166,1,570,930,1
920047,92,17,1,690,730,1
920048,92,171,1,1066,910,1
920049,92,176,1,1600,1210,2
920050,92,179,1,1300,1255,1
920051,92,18,1,405,440,1
920053,92,183,1,1104,1190,2
920056,92,191,1,736,1015,2
920060,92,196,1,550,950,1
920061,92,20,1,423,625,1
920062,92,200,1,1196,890,1
920065,92,205,1,950,1180,1
920066,92,207,1,525,805,1
920068,92,21,1,782,535,1
920069,92,212,1,874,1205,2
920070,92,214,1,554,985,1
920072,92,22,1,598,735,1
920073,92,243,1,570,970,1
920074,92,227,1,2300,1265,2
920076,92,23,1,368,380,1
920077,92,230,1,1100,1085,2
920079,92,289,1,920,1255,2
920080,92,329,1,690,860,1
920082,92,235,1,750,1030,1
920083,92,240,1,700,1030,1
920086,92,174,1,550,890,1
920087,92,247,1,700,920,1
920088,92,248,1,460,1000,1
920089,92,249,1,1100,1180,2
920090,92,25,1,460,905,1
920091,92,250,1,3500,1205,2
920092,92,252,1,550,930,1
920093,92,253,1,782,1040,1
920094,92,259,1,750,990,1
920095,92,26,1,782,975,1
920097,92,264,1,741,1020,1
920098,92,267,1,700,1060,1
920099,92,269,1,750,965,2
920100,92,27,1,138,445,1
920102,92,274,1,800,1230,2
920103,92,275,1,1114,1060,2
920104,92,277,1,542,980,1
920105,92,28,1,552,930,1
920106,92,284,1,1000,1145,1
920108,92,29,1,460,655,1
920109,92,290,1,950,1255,2
920110,92,291,1,900,1035,2
920111,92,293,1,490,940,1
920113,92,299,1,1500,860,1
920114,92,30,1,451,670,1
920115,92,300,1,460,1080,1
920117,92,305,1,1012,985,1
920119,92,309,1,506,995,1
920120,92,31,1,690,1000,1
920121,92,316,1,750,985,1
920122,92,318,1,1100,935,1
920123,92,32,1,598,735,1
920125,92,33,1,690,855,1
920126,92,331,1,700,965,2
920128,92,336,1,1193,705,0
920130,92,339,1,716,1055,1
920131,92,34,1,828,830,1
920132,92,341,1,1000,970,2
920133,92,342,1,650,1020,1
920134,92,345,1,550,850,2
920136,92,35,1,506,1220,1
920138,92,356,1,598,950,2
920140,92,36,1,828,800,1
920141,92,364,1,661,940,1
920142,92,37,1,736,870,1
920143,92,371,1,598,930,1
920144,92,38,1,1380,1183,1
920145,92,39,1,828,954,1
920146,92,40,1,460,775,0
920147,92,41,1,1196,1177,1
920149,92,43,1,398,760,0
920150,92,44,1,539,865,1
920151,92,45,1,1103,740,1
920152,92,48,1,230,370,1
920155,92,547,1,258,710,1
920156,92,548,1,202,405,1
920157,92,55,1,191,410,1
920158,92,552,1,258,625,1
920159,92,553,1,180,1000,2
920160,92,56,1,184,640,1
920161,92,57,1,269,585,1
920163,92,59,1,120,185,0
920164,92,61,1,74,210,1
920165,92,62,1,818,755,0
920166,92,626,1,258,725,1
920167,92,63,1,681,1065,1
920168,92,64,1,1543,1705,1
920169,92,66,1,281,560,1
920170,92,663,1,1242,1050,1
920173,92,68,1,265,275,1
920177,92,72,1,459,750,1
920178,92,73,1,612,790,1
920179,92,74,1,991,1260,2
920180,92,75,1,177,375,1
920181,92,76,1,295,285,0
920182,92,77,1,166,115,0
920183,92,78,1,598,870,1
920184,92,96,1,209,245,0
920185,92,8,1,552,570,0
920186,92,80,1,283,305,0
920187,92,81,1,736,165,0
920188,92,82,1,64,125,0
920190,92,83,1,306,210,0
920194,92,87,1,51,110,0
920197,92,89,1,414,255,0
920198,92,9,1,552,570,1
920199,92,90,1,156,230,0
920200,92,67,1,156,300,1
920202,92,71,1,126,170,0
920203,92,351,1,874,1020,2
920206,92,140,1,810,940,1
920211,92,180,1,1000,1210,1
920213,92,215,1,700,1390,2
920215,92,270,1,750,985,1
920216,92,303,1,782,870,1
920217,92,297,1,813,990,1
920218,92,307,1,875,1160,2
920219,92,332,1,1800,1280,2
920220,92,337,1,850,1430,2
920222,92,347,1,1104,1045,2
920228,92,86,1,506,810,1
920229,92,98,1,156,160,0
920230,92,94,1,209,240,0
920231,92,95,1,506,570,0
920233,92,60,3,4,14,0
920234,92,105,1,920,1080,2
920235,92,108,1,805,1115,2
920237,92,113,1,454,945,1
920239,92,122,1,798,1040,2
920242,92,142,1,912,1080,2
920243,92,145,1,600,980,1
920246,92,161,1,350,955,1
920248,92,184,1,736,985,1
920250,92,131,1,874,965,2
920252,92,192,1,782,960,1
920253,92,194,1,1083,990,2
920254,92,201,1,598,755,1
920255,92,206,1,812,970,1
920256,92,213,1,725,1185,2
920258,92,224,1,855,1040,2
920259,92,228,1,1900,1230,2
920261,92,24,1,517,515,1
920265,92,257,1,812,940,2
920266,92,263,1,1254,1050,2
920267,92,266,1,900,990,2
920269,92,285,1,690,1040,2
920270,92,287,1,1000,1095,1
920271,92,231,1,828,825,1
920272,92,123,1,900,900,1
920273,92,311,1,1026,1305,2
920274,92,314,1,640,1125,2
920275,92,317,1,1400,1090,1
920276,92,320,1,850,1050,2
920277,92,327,1,851,1030,1
920279,92,135,1,460,890,1
920280,92,353,1,650,1040,2
920281,92,368,1,615,995,2
920282,92,42,1,920,1075,1
920284,92,51,1,483,520,1
920285,92,53,1,295,610,1
920286,92,550,1,236,630,2
920288,92,93,1,191,510,1
920292,92,70,1,859,905,1
920293,92,84,1,588,865,1
920294,92,91,1,314,550,1
920298,92,119,1,1196,950,1
920299,92,193,1,644,1005,1
920300,92,203,1,782,955,1
920303,92,233,1,690,955,2
920304,92,325,1,874,985,1
920312,92,218,1,1300,1535,3
920314,92,242,1,598,1020,2
920316,92,111,1,460,800,1
920317,92,359,1,1104,1320,2
920319,92,59,3,87,1320,0
920320,92,51,1,586,240,0
930002,93,56,3,2,270,0
930003,93,551,3,1,110,0
930004,93,56,2,4,300,0
930005,93,91,3,7,940,0
930006,93,552,3,5,835,0
930008,93,10,1,166,555,1
930011,93,293,1,220,550,0
930013,93,161,1,290,625,1
930015,93,101,1,319,730,1
930016,93,166,1,308,710,1
930017,93,184,1,296,705,1
930018,93,203,1,319,735,1
930019,93,264,1,342,730,1
930021,93,266,1,320,635,1
930025,93,207,1,202,575,1
930026,93,104,1,240,610,1
930027,93,105,1,400,765,1
930028,93,351,1,350,755,1
930030,93,106,1,390,820,2
930031,93,249,1,270,770,1
930032,93,186,1,490,870,2
930033,93,107,1,188,625,1
930034,93,147,1,161,475,0
930035,93,127,1,309,655,1
930036,93,108,1,242,640,1
930040,93,109,1,430,685,1
930041,93,130,1,320,640,1
930042,93,303,1,190,510,0
930043,93,177,1,380,695,1
930045,93,11,1,120,380,1
930046,93,112,1,286,600,1
930048,93,113,1,148,540,1
930049,93,370,1,304,515,0
930050,93,175,1,354,645,1
930051,93,115,1,283,880,1
930053,93,316,1,304,615,1
930054,93,252,1,273,535,0
930055,93,349,1,304,715,1
930056,93,134,1,212,590,1
930057,93,117,1,405,760,1
930058,93,118,1,276,795,2
930060,93,310,1,340,610,1
930061,93,135,1,175,530,1
930066,93,120,1,228,560,0
930067,93,225,1,262,560,0
930068,93,243,1,239,700,1
930070,93,122,1,331,725,1
930071,93,311,1,445,915,1
930073,93,142,1,365,810,1
930074,93,123,1,213,585,1
930075,93,124,1,270,595,1
930078,93,196,1,370,620,1
930079,93,197,1,260,620,1
930080,93,246,1,460,630,1
930081,93,129,1,300,765,1
930082,93,354,1,380,735,1
930087,93,309,1,202,610,1
930089,93,348,1,180,485,0
930090,93,137,1,310,665,1
930091,93,342,1,280,705,1
930094,93,279,1,147,805,1
930096,93,14,1,184,575,1
930100,93,159,1,310,685,1
930103,93,150,1,380,755,1
930104,93,162,1,280,695,1
930105,93,318,1,350,790,1
930106,93,151,1,500,690,1
930107,93,275,1,430,785,1
930108,93,152,1,290,670,1
930109,93,285,1,310,695,1
930110,93,253,1,290,700,1
930111,93,153,1,221,710,1
930112,93,154,1,490,685,1
930113,93,240,1,260,670,1
930114,93,192,1,290,640,1
930116,93,140,1,290,680,1
930119,93,224,1,376,840,1
930120,93,194,1,445,790,1
930121,93,222,1,342,820,1
930122,93,282,1,380,795,1
930123,93,297,1,290,620,1
930124,93,163,1,310,545,1
930126,93,164,1,262,750,1
930128,93,295,1,288,630,1
930129,93,362,1,376,700,1
930132,93,172,1,280,700,1
930137,93,287,1,410,685,1
930138,93,178,1,359,870,2
930139,93,179,1,500,810,1
930140,93,321,1,500,775,1
930141,93,235,1,260,760,1
930142,93,18,1,55,90,0
930143,93,180,1,390,915,1
930147,93,308,1,330,650,1
930149,93,183,1,248,720,1
930150,93,273,1,331,1370,2
930153,93,261,1,440,725,1
930154,93,187,1,650,765,1
930155,93,259,1,290,715,1
930156,93,189,1,410,645,1
930158,93,191,1,277,695,1
930159,93,364,1,256,495,0
930160,93,314,1,235,655,1
930162,93,193,1,254,750,1
930166,93,200,1,550,775,1
930168,93,345,1,260,710,1
930169,93,340,1,300,765,1
930171,93,204,1,373,765,1
930174,93,205,1,310,715,1
930175,93,284,1,440,710,1
930176,93,206,1,382,570,1
930179,93,334,1,340,635,1
930180,93,21,1,276,150,0
930181,93,356,1,212,650,1
930182,93,212,1,258,975,1
930183,93,305,1,230,635,1
930186,93,214,1,277,665,1
930187,93,365,1,213,650,1
930193,93,160,1,278,635,1
930195,93,174,1,257,510,0
930196,93,277,1,289,635,1
930197,93,329,1,271,680,1
930198,93,218,1,320,840,2
930199,93,219,1,420,710,1
930202,93,230,1,420,645,1
930203,93,267,1,290,675,1
930206,93,289,1,276,729,1
930211,93,242,1,219,850,2
930214,93,248,1,248,730,1
930215,93,25,1,221,195,0
930216,93,250,1,600,805,1
930217,93,251,1,500,930,1
930218,93,270,1,330,635,1
930219,93,26,1,212,510,1
930220,93,263,1,513,780,1
930222,93,268,1,276,795,1
930223,93,269,1,310,670,1
930224,93,27,1,212,505,1
930227,93,274,1,340,905,1
930228,93,276,1,405,890,1
930230,93,323,1,248,690,1
930231,93,546,1,313,720,1
930233,93,213,1,248,760,1
930236,93,28,1,230,305,0
930239,93,286,1,330,805,2
930241,93,29,1,166,375,1
930243,93,291,1,350,775,1
930244,93,215,1,220,750,1
930247,93,294,1,445,710,1
930248,93,236,1,275,665,1
930250,93,353,1,288,615,1
930251,93,368,1,236,600,1
930252,93,247,1,314,495,0
930254,93,343,1,260,645,1
930256,93,330,1,220,715,1
930260,93,299,1,450,800,1
930261,93,30,1,78,260,0
930262,93,300,1,405,840,1
930271,93,307,1,341,870,2
930273,93,31,1,230,450,1
930274,93,336,1,221,390,0
930275,93,317,1,360,765,1
930276,93,352,1,360,805,2
930277,93,320,1,300,875,1
930280,93,33,1,193,485,1
930281,93,331,1,320,725,1
930286,93,337,1,500,985,2
930287,93,338,1,212,695,1
930288,93,339,1,224,470,1
930289,93,34,1,193,450,1
930290,93,341,1,340,760,1
930291,93,347,1,438,865,2
930292,93,35,1,276,475,1
930293,93,357,1,184,795,1
930294,93,371,1,258,630,1
930295,93,358,1,368,1240,2
930297,93,359,1,429,880,1
930298,93,36,1,506,1280,1
930302,93,367,1,460,965,2
930305,93,369,1,432,890,1
930306,93,327,1,367,705,1
930307,93,37,1,460,935,0
930308,93,38,1,552,1114,1
930310,93,39,1,460,1121,1
930312,93,40,1,460,1090,1
930313,93,41,1,773,1142,1
930314,93,42,1,460,885,0
930317,93,43,1,274,785,1
930318,93,45,1,92,285,0
930325,93,89,1,193,485,0
930327,93,51,1,379,600,1
930330,93,96,1,117,345,0
930331,93,547,1,46,125,0
930332,93,548,1,340,685,1
930333,93,550,3,11,2460,0
930334,93,552,1,22,80,0
930335,93,553,1,73,165,0
930336,93,58,1,184,605,1
930338,93,59,1,254,705,1
930341,93,61,1,227,705,2
930343,93,85,1,160,435,1
930345,93,62,1,511,1015,2
930349,93,64,1,817,1420,2
930350,93,65,1,823,1425,2
930351,93,663,1,460,915,0
930352,93,67,1,174,395,1
930353,93,90,1,131,275,0
930354,93,68,1,153,765,1
930355,93,70,1,487,1000,1
930356,93,71,1,202,580,1
930357,93,72,1,367,740,0
930358,93,73,1,306,745,0
930360,93,74,1,306,805,1
930361,93,75,1,250,450,1
930362,93,76,1,203,520,1
930363,93,78,1,202,520,1
930364,93,8,1,230,220,0
930365,93,80,1,166,555,1
930366,93,81,1,120,300,0
930369,93,83,1,188,410,0
930371,93,84,1,208,415,1
930372,93,86,1,135,330,0
930373,93,87,1,138,345,0
930374,93,98,1,104,250,0
930375,93,9,1,156,180,0
930376,93,91,1,38,120,0
930378,93,99,1,234,330,0
930380,93,18,2,29,1680,0
930383,93,551,2,0,180,0
930387,93,131,1,306,690,1
930388,93,132,1,394,840,1
930389,93,146,1,500,620,1
930390,93,176,1,736,775,1
930391,93,128,1,294,645,1
930392,93,111,1,276,575,0
930394,93,202,1,368,635,1
930404,93,290,1,460,865,1
930405,93,302,1,644,720,1
930410,93,201,1,248,565,0
930412,93,48,1,294,565,1
930415,93,55,3,6,1060,0
930417,93,103,1,180,835,2
930421,93,13,1,156,200,0
930423,93,325,1,313,675,1
930424,93,181,1,300,675,1
930428,93,145,1,184,610,1
930431,93,233,1,248,670,1
930432,93,15,1,87,240,0
930434,93,119,1,380,695,1
930436,93,257,1,304,565,1
930437,93,114,1,230,520,1
930439,93,17,1,156,255,0
930440,93,171,1,184,705,1
930442,93,228,1,460,970,1
930443,93,227,1,644,955,1
930445,93,20,1,202,480,1
930448,93,116,1,120,765,1
930449,93,22,1,138,240,0
930451,93,550,1,69,145,0
930452,93,23,1,87,140,0
930453,93,24,1,141,215,0
930455,93,335,1,364,640,1
930457,93,265,1,506,800,1
930459,93,167,1,432,890,2
930466,93,231,1,248,520,1
930467,93,288,1,248,535,1
930470,93,306,1,500,750,1
930472,93,44,1,92,255,0
930473,93,326,1,420,705,1
930474,93,332,1,420,985,2
930479,93,126,1,294,660,1
